****************************** TOP CPU REPORT FOR PACKAGE: START
### package_name=com.bestv.ott monitor_interval=1
*TIME  PID PR CPU% S  #THR     VSS     RSS PCY UID      Name
16:38:43    3372  0  17% R   110 786156K 242844K  fg system   com.bestv.ott
16:38:47    3372  1  19% S   110 786156K 242844K  fg system   com.bestv.ott
16:38:51    3372  1  16% R   110 786156K 242844K  fg system   com.bestv.ott
16:38:56    3372  1  20% S   110 792924K 244648K  fg system   com.bestv.ott
16:39:00    3372  0   9% R   110 788128K 236892K  fg system   com.bestv.ott
16:39:04    3372  0  17% S   113 790048K 237712K  fg system   com.bestv.ott
16:39:08    3372  1   9% S   113 794548K 242560K  fg system   com.bestv.ott
16:39:13    3372  0   7% S   113 799228K 247168K  fg system   com.bestv.ott
16:39:17    3372  0  25% S   110 797588K 249548K  fg system   com.bestv.ott
16:39:21    3372  1  27% R   110 796656K 253772K  fg system   com.bestv.ott
16:39:26    3372  0   9% R   110 818912K 245736K  fg system   com.bestv.ott
16:39:30    3372  0   2% S   107 815280K 245196K  fg system   com.bestv.ott
16:39:34    3372  0  33% R   131 810336K 242416K  fg system   com.bestv.ott
16:39:39    3372  0  31% S   131 810368K 242416K  fg system   com.bestv.ott
16:39:43    3372  1  25% R   131 841628K 250616K  fg system   com.bestv.ott
16:39:47    3372  1  27% S   131 805096K 243592K  fg system   com.bestv.ott
16:39:51    3372  1   8% S   131 839680K 233020K  fg system   com.bestv.ott
16:39:56    3372  1   8% R   132 811992K 235164K  fg system   com.bestv.ott
16:40:00    3372  1  12% S   132 808316K 226316K  fg system   com.bestv.ott
16:40:04    3372  0  22% S   132 788212K 239012K  fg system   com.bestv.ott
16:40:09    3372  1  25% R   132 812156K 241580K  fg system   com.bestv.ott
16:40:13    3372  0  13% S   132 808432K 234204K  fg system   com.bestv.ott
16:40:17    3372  0  14% S   131 810208K 252704K  fg system   com.bestv.ott
16:40:21    3372  0  29% D   132 796500K 250636K  fg system   com.bestv.ott
16:40:26    3372  0  27% S   131 820340K 257596K  fg system   com.bestv.ott
16:40:30    3372  1  13% S   131 809236K 247084K  fg system   com.bestv.ott
16:40:34    3372  0  19% S   122 834704K 248068K  fg system   com.bestv.ott
16:40:39    3372  1  25% S   123 800852K 251460K  fg system   com.bestv.ott
16:40:43    3372  0  24% R   125 816280K 270292K  fg system   com.bestv.ott
16:40:47    3372  0  11% R   125 819900K 257712K  fg system   com.bestv.ott
16:40:51    3372  1   9% S   125 823680K 261552K  fg system   com.bestv.ott
16:40:56    3372  1  12% S   125 788544K 263400K  fg system   com.bestv.ott
16:41:00    3372  1   5% R   123 775388K 253224K  fg system   com.bestv.ott
16:41:04    3372  1  25% R   123 800920K 246848K  fg system   com.bestv.ott
16:41:09    3372  1   4% S   123 831684K 252440K  fg system   com.bestv.ott
16:41:13    3372  1   5% S   122 830644K 252872K  fg system   com.bestv.ott
16:41:17    3372  1  30% S   122 804396K 262068K  fg system   com.bestv.ott
16:41:22    3372  0  22% R   112 789684K 238524K  fg system   com.bestv.ott
16:41:26    3372  1  28% R   115 803072K 264764K  fg system   com.bestv.ott
16:41:30    3372  0  21% R   112 795928K 259892K  fg system   com.bestv.ott
16:41:34    3372  0   6% S   112 820560K 261636K  fg system   com.bestv.ott
16:41:39    3372  0  12% R   113 789540K 263184K  fg system   com.bestv.ott
16:41:43    3372  0  19% R   113 792032K 255740K  fg system   com.bestv.ott
16:41:47    3372  1   5% S   113 788844K 257080K  fg system   com.bestv.ott
16:41:52    3372  1   3% S   113 788584K 256920K  fg system   com.bestv.ott
16:41:56    3372  1  21% R   112 822784K 258460K  fg system   com.bestv.ott
16:42:00    3372  1  21% R   116 776276K 251180K  fg system   com.bestv.ott
16:42:04    3372  0  23% R   119 810332K 258352K  fg system   com.bestv.ott
16:42:09    3372  0  22% S   119 837256K 254664K  fg system   com.bestv.ott
16:42:13    3372  1  12% R   120 775796K 257812K  fg system   com.bestv.ott
16:42:17    3372  1  23% R   120 802724K 250884K  fg system   com.bestv.ott
16:42:22    3372  1  23% S   120 796136K 268216K  fg system   com.bestv.ott
16:42:26    3372  0  15% R   120 796520K 256160K  fg system   com.bestv.ott
16:42:30    3372  0  13% R   120 796616K 256260K  fg system   com.bestv.ott
16:42:35    3372  0  11% S   120 783724K 241056K  fg system   com.bestv.ott
16:42:39    3372  1  18% R   120 784076K 241408K  fg system   com.bestv.ott
16:42:43    3372  0   8% S   120 784076K 241408K  fg system   com.bestv.ott
16:42:48    3372  0  22% R   119 801560K 256884K  fg system   com.bestv.ott
16:42:52    3372  1  11% R   119 803196K 247880K  fg system   com.bestv.ott
16:42:56    3372  0   6% R   119 778372K 253900K  fg system   com.bestv.ott
16:43:00    3372  0  33% R   120 805028K 256968K  fg system   com.bestv.ott
16:43:05    3372  1  20% S   118 827004K 250728K  fg system   com.bestv.ott
16:43:09    3372  1  26% R   119 800272K 255772K  fg system   com.bestv.ott
16:43:13    3372  0  25% S   119 785928K 256884K  fg system   com.bestv.ott
16:43:18    3372  0  19% R   119 794908K 248360K  fg system   com.bestv.ott
16:43:22    3372  0  24% R   118 796076K 268164K  fg system   com.bestv.ott
16:43:26    3372  1   7% S   118 825916K 257136K  fg system   com.bestv.ott
16:43:31    3372  1   6% S   118 826240K 259416K  fg system   com.bestv.ott
16:43:35    3372  0  23% R   119 805964K 258484K  fg system   com.bestv.ott
16:43:39    3372  1  24% R   119 783984K 275836K  fg system   com.bestv.ott
16:43:44    3372  0  25% R   119 798884K 267464K  fg system   com.bestv.ott
16:43:48    3372  1   7% S   119 794776K 249940K  fg system   com.bestv.ott
16:43:52    3372  0  25% S   119 795352K 250516K  fg system   com.bestv.ott
16:43:56    3372  1  19% R   119 795160K 250324K  fg system   com.bestv.ott
16:44:01    3372  1  21% R   105 781824K 267676K  fg system   com.bestv.ott
16:44:05    3372  0  18% S   110 787924K 260780K  fg system   com.bestv.ott
16:44:09    3372  0  14% R   110 794072K 248812K  fg system   com.bestv.ott
16:44:14    3372  0  10% S   110 796932K 252032K  fg system   com.bestv.ott
16:44:18    3372  0  20% R   110 797272K 249292K  fg system   com.bestv.ott
16:44:22    3372  0  18% R   110 790724K 243424K  fg system   com.bestv.ott
16:44:27    3372  0  12% S   110 787756K 245392K  fg system   com.bestv.ott
16:44:31    3372  1  10% S   110 791136K 249012K  fg system   com.bestv.ott
16:44:35    3372  1  12% S   109 793036K 261440K  fg system   com.bestv.ott
16:44:40    3372  0   8% R   107 782520K 245144K  fg system   com.bestv.ott
16:44:44    3372  1  14% R   107 815692K 254908K  fg system   com.bestv.ott
16:44:48    3372  0  24% R   132 811080K 248472K  fg system   com.bestv.ott
16:44:52    3372  1  14% R   132 808520K 247712K  fg system   com.bestv.ott
16:44:57    3372  0  29% R   134 806072K 249400K  fg system   com.bestv.ott
16:45:01    3372  0  31% R   135 818396K 249676K  fg system   com.bestv.ott
16:45:05    3372  0  30% R   134 801564K 251828K  fg system   com.bestv.ott
16:45:10    3372  0  33% R   135 819728K 248832K  fg system   com.bestv.ott
16:45:14    3372  1  30% S   135 821352K 251948K  fg system   com.bestv.ott
16:45:18    3372  1  14% S   135 818288K 252036K  fg system   com.bestv.ott
16:45:23    3372  0  10% S   135 823372K 256760K  fg system   com.bestv.ott
16:45:27    3372  1  28% R   132 812364K 258524K  fg system   com.bestv.ott
16:45:31    3372  0  32% R   133 797724K 247760K  fg system   com.bestv.ott
16:45:36    3372  1  34% R   132 836380K 270660K  fg system   com.bestv.ott
16:45:40    3372  0  22% S   133 792792K 255764K  fg system   com.bestv.ott
16:45:45    3372  1  15% S   132 853372K 265688K  fg system   com.bestv.ott
16:45:49    3372  0   8% S   132 849808K 255552K  fg system   com.bestv.ott
16:45:53    3372  1  30% R   132 819540K 258920K  fg system   com.bestv.ott
16:45:58    3372  1  24% R   132 821932K 248964K  fg system   com.bestv.ott
16:46:02    3372  0  30% S   133 804968K 267152K  fg system   com.bestv.ott
16:46:06    3372  1  29% R   134 820948K 265944K  fg system   com.bestv.ott
16:46:11    3372  0  21% S   135 818832K 251472K  fg system   com.bestv.ott
16:46:15    3372  0  29% R   133 818492K 256784K  fg system   com.bestv.ott
16:46:19    3372  1  20% S   134 819264K 248228K  fg system   com.bestv.ott
16:46:23    3372  0  26% R   134 820780K 250848K  fg system   com.bestv.ott
16:46:28    3372  1  16% S   132 839364K 245808K  fg system   com.bestv.ott
16:46:32    3372  0  21% R   132 808772K 248428K  fg system   com.bestv.ott
16:46:36    3372  0  15% R   132 807600K 240128K  fg system   com.bestv.ott
16:46:41    3372  1  17% S   132 809112K 241804K  fg system   com.bestv.ott
16:46:45    3372  1   4% S   118 824940K 248248K  fg system   com.bestv.ott
16:46:49    3372  0   9% R   119 772576K 250356K  fg system   com.bestv.ott
16:46:53    3372  0  21% S   119 798640K 250892K  fg system   com.bestv.ott
16:46:58    3372  0  21% R   119 796424K 242268K  fg system   com.bestv.ott
16:47:02    3372  0  23% S   119 794136K 242320K  fg system   com.bestv.ott
16:47:06    3372  1   1% S   118 760244K 233232K  bg system   com.bestv.ott
16:47:11    3372  1   1% S   118 760244K 233232K  bg system   com.bestv.ott
16:47:15    3372  1   1% S   118 760244K 233232K  fg system   com.bestv.ott
16:47:19    3372  1  22% R   110 790192K 259768K  fg system   com.bestv.ott
16:47:24    3372  0  26% R   110 790320K 259844K  fg system   com.bestv.ott
16:47:28    3372  1  25% S   104 760788K 262780K  fg system   com.bestv.ott
16:47:32    3372  0  17% R   107 815284K 261884K  fg system   com.bestv.ott
16:47:36    3372  0  20% R   113 789016K 245356K  fg system   com.bestv.ott
16:47:41    3372  0  18% S   113 788260K 245204K  fg system   com.bestv.ott
16:47:45    3372  0  21% R   113 788956K 257052K  fg system   com.bestv.ott
16:47:50    3372  1  19% S   113 821392K 254036K  fg system   com.bestv.ott
16:47:54    3372  0   2% S   113 820752K 253524K  fg system   com.bestv.ott
16:47:58    3372  1   9% R   114 755724K 243188K  fg system   com.bestv.ott
16:48:03    3372  1  19% S   114 766828K 243948K  fg system   com.bestv.ott
16:48:07    3372  0   2% S   114 760716K 234992K  fg system   com.bestv.ott
16:48:11    3372  1   2% S   114 760716K 234992K  fg system   com.bestv.ott
16:48:16    3372  0   2% S   114 760716K 234992K  fg system   com.bestv.ott
16:48:20    3372  1   2% S   114 760716K 234992K  fg system   com.bestv.ott
16:48:24    3372  1   2% S   114 760716K 234992K  fg system   com.bestv.ott
16:48:28    3372  1   2% S   114 760716K 234992K  fg system   com.bestv.ott
16:48:32    3372  0   2% S   114 760716K 234992K  fg system   com.bestv.ott
16:48:37    3372  1  11% S   104 766964K 235424K  fg system   com.bestv.ott
16:48:41    3372  0  22% R   104 766964K 235424K  fg system   com.bestv.ott
16:48:45    3372  0  23% R   103 775168K 243816K  fg system   com.bestv.ott
16:48:50    3372  1   2% S   103 757376K 234968K  fg system   com.bestv.ott
16:48:54    3372  0   2% S   103 757376K 234968K  fg system   com.bestv.ott
16:48:58    3372  0   2% S   103 757376K 234968K  fg system   com.bestv.ott
16:49:02    3372  1   2% S   103 757376K 234968K  fg system   com.bestv.ott
16:49:07    3372  0   2% S   103 757376K 234968K  fg system   com.bestv.ott
16:49:11    3372  0   2% S   103 757376K 234968K  fg system   com.bestv.ott
16:49:15    3372  1   2% S   103 757376K 234968K  fg system   com.bestv.ott
16:49:19    3372  0   8% R   103 766052K 235416K  fg system   com.bestv.ott
16:49:24    3372  0  15% S   103 766324K 238388K  fg system   com.bestv.ott
16:49:28    3372  0  20% S   103 798120K 241424K  fg system   com.bestv.ott
16:49:32    3372  0  10% S   103 797932K 248708K  fg system   com.bestv.ott
16:49:37    3372  0   5% R   103 797616K 248356K  fg system   com.bestv.ott
16:49:41    3372  1  13% R   131 794312K 231576K  fg system   com.bestv.ott
16:49:45    3372  1  31% R   131 796228K 245096K  fg system   com.bestv.ott
16:49:50    3372  1  26% S   132 817084K 243816K  fg system   com.bestv.ott
16:49:54    3372  1  10% S   131 838452K 255868K  fg system   com.bestv.ott
16:49:58    3372  0   4% S   131 838164K 253252K  fg system   com.bestv.ott
16:50:02    3372  0  12% R   132 807304K 245468K  fg system   com.bestv.ott
16:50:07    3372  0  21% S   131 805944K 250996K  fg system   com.bestv.ott
16:50:11    3372  0  31% S   131 813248K 253208K  fg system   com.bestv.ott
16:50:15    3372  0  38% S   132 819468K 271792K  fg system   com.bestv.ott
16:50:19    3372  0  22% R   132 806944K 268432K  fg system   com.bestv.ott
16:50:24    3372  0  14% R   132 806912K 268408K  fg system   com.bestv.ott
16:50:28    3372  1  17% R   132 806944K 268440K  fg system   com.bestv.ott
16:50:32    3372  1  12% S   132 806560K 268056K  fg system   com.bestv.ott
16:50:36    3372  1  16% R   132 806784K 269000K  fg system   com.bestv.ott
16:50:41    3372  1  29% S   131 829392K 272748K  fg system   com.bestv.ott
16:50:45    3372  1  30% R   117 801040K 278328K  fg system   com.bestv.ott
16:50:49    3372  1   6% S   117 811532K 268148K  fg system   com.bestv.ott
16:50:54    3372  0   4% S   117 811532K 268180K  fg system   com.bestv.ott
16:50:58    3372  1  18% R   117 819964K 271376K  fg system   com.bestv.ott
16:51:02    3372  1  26% R   122 788420K 272656K  fg system   com.bestv.ott
16:51:07    3372  1  20% R   122 770928K 254660K  fg system   com.bestv.ott
16:51:11    3372  0  29% S   122 788512K 255256K  fg system   com.bestv.ott
16:51:15    3372  0  25% R   122 788976K 255524K  fg system   com.bestv.ott
16:51:20    3372  1  15% R   122 786632K 255428K  fg system   com.bestv.ott
16:51:24    3372  1  22% R   123 769400K 264504K  fg system   com.bestv.ott
16:51:28    3372  0  17% R   124 801060K 262200K  fg system   com.bestv.ott
16:51:33    3372  0  14% S   125 809132K 264912K  fg system   com.bestv.ott
16:51:37    3372  0  12% S   123 831276K 261908K  fg system   com.bestv.ott
16:51:41    3372  1   9% D   123 798396K 254136K  fg system   com.bestv.ott
16:51:46    3372  1  10% S   123 831124K 274756K  fg system   com.bestv.ott
16:51:50    3372  0   8% R   123 831936K 276812K  fg system   com.bestv.ott
16:51:54    3372  1   3% S   123 830736K 266372K  fg system   com.bestv.ott
16:51:58    3372  0  31% S   133 844676K 267736K  fg system   com.bestv.ott
16:52:03    3372  1  28% S   133 789596K 266272K  fg system   com.bestv.ott
16:52:07    3372  1  16% S   135 800160K 255964K  fg system   com.bestv.ott
16:52:11    3372  1  15% S   135 822808K 270436K  fg system   com.bestv.ott
16:52:16    3372  1   8% R   134 825860K 274564K  fg system   com.bestv.ott
16:52:20    3372  1  23% R   133 846700K 279988K  fg system   com.bestv.ott
16:52:24    3372  0   7% R   133 840592K 267408K  fg system   com.bestv.ott
16:52:29    3372  0  21% S   133 811812K 251204K  fg system   com.bestv.ott
16:52:33    3372  1  20% R   133 809480K 251364K  fg system   com.bestv.ott
16:52:37    3372  1   6% R   134 784432K 251328K  fg system   com.bestv.ott
16:52:42    3372  1  28% R   134 811740K 255176K  fg system   com.bestv.ott
16:52:46    3372  1  25% R   136 830320K 273984K  fg system   com.bestv.ott
16:52:50    3372  1  16% D   136 832920K 266576K  fg system   com.bestv.ott
16:52:55    3372  0  12% S   136 835756K 269864K  fg system   com.bestv.ott
16:52:59    3372  0  16% R   116 801220K 261696K  fg system   com.bestv.ott
16:53:04    3372  0  15% R   116 795216K 257660K  fg system   com.bestv.ott
16:53:08    3372  1  20% R   114 792728K 261160K  fg system   com.bestv.ott
16:53:12    3372  0  19% S   113 793836K 262000K  fg system   com.bestv.ott
16:53:17    3372  1  11% S   113 796548K 266440K  fg system   com.bestv.ott
16:53:21    3372  1  10% S   113 798468K 264840K  fg system   com.bestv.ott
16:53:25    3372  0  12% R   113 799296K 266324K  fg system   com.bestv.ott
16:53:30    3372  0  20% R   113 789052K 256868K  fg system   com.bestv.ott
16:53:34    3372  0  15% R   113 791932K 260204K  fg system   com.bestv.ott
16:53:38    3372  1  10% S   113 794876K 263416K  fg system   com.bestv.ott
16:53:43    3372  0  11% S   111 799036K 267712K  fg system   com.bestv.ott
16:53:47    3372  0   8% S   111 801768K 270992K  fg system   com.bestv.ott
16:53:51    3372  1  19% R   111 786732K 258424K  fg system   com.bestv.ott
16:53:56    3372  1  15% S   111 789348K 262744K  fg system   com.bestv.ott
16:54:00    3372  0  13% S   111 791660K 265484K  fg system   com.bestv.ott
16:54:04    3372  1  16% R   108 797008K 268864K  fg system   com.bestv.ott
16:54:09    3372  0  17% S   105 811572K 256156K  fg system   com.bestv.ott
16:54:13    3372  1  24% R   106 784508K 258164K  fg system   com.bestv.ott
16:54:17    3372  1   8% S   105 746572K 232492K  bg system   com.bestv.ott
16:54:22    3372  1   2% S   105 746572K 232492K  bg system   com.bestv.ott
16:54:26    3372  1   2% S   105 746572K 232492K  bg system   com.bestv.ott
16:54:30    3372  1   2% S   105 746572K 232492K  bg system   com.bestv.ott
16:54:34    3372  1   1% S   105 746572K 232492K  bg system   com.bestv.ott
16:54:39    3372  0   2% S   105 746572K 232492K  bg system   com.bestv.ott
16:54:43    3372  0   2% S   105 746572K 232492K  fg system   com.bestv.ott
16:54:47    3372  1  19% R   105 814576K 264240K  fg system   com.bestv.ott
16:54:51    3372  0  30% R   107 773392K 247388K  fg system   com.bestv.ott
16:54:56    3372  1  26% S   106 775992K 244736K  fg system   com.bestv.ott
16:55:00    3372  0   3% S   106 768040K 235856K  fg system   com.bestv.ott
16:55:04    3372  0   3% R   106 767976K 235856K  fg system   com.bestv.ott
16:55:08    3372  0   3% S   106 767976K 235856K  fg system   com.bestv.ott
16:55:13    3372  0   2% S   106 767848K 235728K  fg system   com.bestv.ott
16:55:17    3372  0   3% S   106 767976K 235856K  fg system   com.bestv.ott
16:55:21    3372  1   3% S   106 767976K 235856K  fg system   com.bestv.ott
16:55:26    3372  1   5% S   106 776092K 235968K  fg system   com.bestv.ott
16:55:30    3372  0  25% S   106 767816K 235752K  fg system   com.bestv.ott
16:55:34    3372  0  17% S   106 768048K 236000K  fg system   com.bestv.ott
16:55:38    3372  1   3% S   106 767976K 236000K  fg system   com.bestv.ott
16:55:43    3372  1   3% S   106 768596K 236000K  fg system   com.bestv.ott
16:55:47    3372  0   3% R   105 767008K 235992K  fg system   com.bestv.ott
16:55:51    3372  1   3% S   105 766936K 235992K  fg system   com.bestv.ott
16:55:56    3372  0   3% S   105 766936K 235992K  fg system   com.bestv.ott
16:56:00    3372  0   3% S   105 766808K 235864K  fg system   com.bestv.ott
16:56:04    3372  1  12% R   105 774952K 244996K  fg system   com.bestv.ott
16:56:08    3372  0  17% S   105 743988K 249400K  fg system   com.bestv.ott
16:56:13    3372  0   2% S   105 742388K 238608K  fg system   com.bestv.ott
16:56:17    3372  0   2% S   105 742388K 238620K  fg system   com.bestv.ott
16:56:21    3372  1   2% S   105 742388K 238624K  fg system   com.bestv.ott
16:56:25    3372  1   2% S   105 742388K 238632K  fg system   com.bestv.ott
16:56:30    3372  0   2% S   105 742388K 238636K  fg system   com.bestv.ott
16:56:34    3372  0   2% S   105 742388K 238648K  fg system   com.bestv.ott
16:56:38    3372  0  27% R   105 768372K 239696K  fg system   com.bestv.ott
16:56:42    3372  0  24% R   105 771184K 224832K  fg system   com.bestv.ott
16:56:47    3372  1  29% R   107 776468K 225568K  fg system   com.bestv.ott
16:56:51    3372  1  35% R   111 793560K 234676K  fg system   com.bestv.ott
16:56:55    3372  1  26% R   110 813804K 242856K  fg system   com.bestv.ott
16:57:00    3372  1  19% R   111 784856K 244568K  fg system   com.bestv.ott
16:57:04    3372  1  21% R   111 762012K 255476K  fg system   com.bestv.ott
16:57:08    3372  0  12% R   111 780524K 248100K  fg system   com.bestv.ott
16:57:12    3372  1  23% R   110 795120K 260640K  fg system   com.bestv.ott
16:57:17    3372  0   4% S   110 754832K 246072K  fg system   com.bestv.ott
16:57:21    3372  1   2% S   110 754832K 246072K  fg system   com.bestv.ott
16:57:25    3372  0  11% R   111 758304K 256136K  fg system   com.bestv.ott
16:57:30    3372  0  18% R   111 781868K 240716K  fg system   com.bestv.ott
16:57:34    3372  0   2% S   110 746888K 230012K  bg system   com.bestv.ott
16:57:38    3372  0   2% S   110 746888K 230012K  bg system   com.bestv.ott
16:57:43    3372  0   2% S   110 746888K 230012K  bg system   com.bestv.ott
16:57:47    3372  1  20% S   110 820416K 248120K  fg system   com.bestv.ott
16:57:51    3372  1   7% S   105 806636K 246700K  fg system   com.bestv.ott
16:57:56    3372  1  10% S   105 806636K 246724K  fg system   com.bestv.ott
16:58:00    3372  1  11% S   105 807372K 249160K  fg system   com.bestv.ott
16:58:04    3372  0  19% S   106 754312K 247856K  fg system   com.bestv.ott
16:58:08    3372  0  15% R   113 790276K 253996K  fg system   com.bestv.ott
16:58:13    3372  1  21% R   112 786640K 245260K  fg system   com.bestv.ott
16:58:17    3372  0  14% S   121 794672K 235920K  fg system   com.bestv.ott
16:58:21    3372  0  15% R   121 800488K 245688K  fg system   com.bestv.ott
16:58:26    3372  0  23% S   119 798176K 257540K  fg system   com.bestv.ott
16:58:30    3372  0  13% R   119 798176K 252448K  fg system   com.bestv.ott
16:58:34    3372  1  18% R   120 782696K 252292K  fg system   com.bestv.ott
16:58:39    3372  0  21% S   121 806680K 256496K  fg system   com.bestv.ott
16:58:43    3372  0  18% R   121 803892K 260192K  fg system   com.bestv.ott
16:58:47    3372  0   8% S   121 804292K 262332K  fg system   com.bestv.ott
16:58:52    3372  1  14% S   119 802212K 264164K  fg system   com.bestv.ott
16:58:56    3372  1  34% R   119 839816K 269392K  fg system   com.bestv.ott
16:59:00    3372  0  18% R   119 804184K 258872K  fg system   com.bestv.ott
16:59:05    3372  0  29% S   120 799356K 263736K  fg system   com.bestv.ott
16:59:09    3372  1  17% S   121 806472K 263324K  fg system   com.bestv.ott
16:59:13    3372  1  22% S   121 816500K 273668K  fg system   com.bestv.ott
16:59:17    3372  0  21% S   124 820452K 278368K  fg system   com.bestv.ott
16:59:22    3372  0  25% R   124 824804K 281180K  fg system   com.bestv.ott
16:59:26    3372  0  17% S   124 825656K 283608K  fg system   com.bestv.ott
16:59:30    3372  1  23% R   124 832576K 291132K  fg system   com.bestv.ott
16:59:35    3372  0  16% S   124 835016K 293456K  fg system   com.bestv.ott
16:59:39    3372  1  12% R   124 835796K 290532K  fg system   com.bestv.ott
16:59:44    3372  0  15% R   124 836116K 291452K  fg system   com.bestv.ott
16:59:48    3372  1  18% S   124 837500K 293164K  fg system   com.bestv.ott
16:59:52    3372  1  21% S   123 813844K 310456K  fg system   com.bestv.ott
16:59:57    3372  1  31% S   122 840860K 305756K  fg system   com.bestv.ott
17:00:01    3372  1  30% R   122 840972K 310184K  fg system   com.bestv.ott
17:00:05    3372  1  12% S   122 865880K 287316K  fg system   com.bestv.ott
17:00:09    3372  0  29% R   122 834548K 300676K  fg system   com.bestv.ott
17:00:14    3372  1  23% S   125 800180K 243092K  fg system   com.bestv.ott
17:00:18    3372  1  19% S   124 807676K 246632K  fg system   com.bestv.ott
17:00:22    3372  0  20% R   124 807472K 250124K  fg system   com.bestv.ott
17:00:27    3372  1  21% R   124 813088K 240116K  fg system   com.bestv.ott
17:00:31    3372  0  31% R   122 811628K 257304K  fg system   com.bestv.ott
17:00:35    3372  1  23% R   121 811964K 263848K  fg system   com.bestv.ott
17:00:40    3372  1  18% S   121 784360K 249092K  fg system   com.bestv.ott
17:00:44    3372  1   6% S   121 784360K 249528K  fg system   com.bestv.ott
17:00:48    3372  1   6% S   121 784360K 250076K  fg system   com.bestv.ott
17:00:52    3372  1   5% S   121 784100K 250456K  fg system   com.bestv.ott
17:00:57    3372  1   5% S   105 767200K 250696K  fg system   com.bestv.ott
17:01:01    3372  0   7% S   105 767200K 250936K  fg system   com.bestv.ott
17:01:05    3372  0  22% R   105 826220K 258288K  fg system   com.bestv.ott
17:01:10    3372  0  16% R   105 826188K 259004K  fg system   com.bestv.ott
17:01:14    3372  0  16% S   105 824564K 259288K  fg system   com.bestv.ott
17:01:18    3372  0  13% S   105 824240K 259440K  fg system   com.bestv.ott
17:01:22    3372  0  16% S   106 827796K 266844K  fg system   com.bestv.ott
17:01:27    3372  0  27% R   105 792808K 252616K  fg system   com.bestv.ott
17:01:31    3372  0   7% S   105 824460K 252160K  fg system   com.bestv.ott
17:01:35    3372  1  27% R   108 780512K 266332K  fg system   com.bestv.ott
17:01:40    3372  0  22% R   108 809364K 276300K  fg system   com.bestv.ott
17:01:44    3372  0  13% S   108 801056K 262156K  fg system   com.bestv.ott
17:01:48    3372  0   5% S   108 802664K 262592K  fg system   com.bestv.ott
17:01:53    3372  0  12% R   108 801000K 264048K  fg system   com.bestv.ott
17:01:57    3372  0  10% S   108 801000K 264640K  fg system   com.bestv.ott
17:02:01    3372  1  13% S   112 808348K 265868K  fg system   com.bestv.ott
17:02:06    3372  1  11% S   112 808076K 261828K  fg system   com.bestv.ott
17:02:10    3372  1   9% R   112 808588K 262368K  fg system   com.bestv.ott
17:02:14    3372  1   9% S   112 808568K 263220K  fg system   com.bestv.ott
17:02:19    3372  0  10% S   112 811136K 263796K  fg system   com.bestv.ott
17:02:23    3372  1  10% S   112 808792K 264020K  fg system   com.bestv.ott
17:02:27    3372  0  13% S   112 808792K 261532K  fg system   com.bestv.ott
17:02:32    3372  0  10% S   112 808792K 261920K  fg system   com.bestv.ott
17:02:36    3372  1  16% S   112 800456K 258004K  fg system   com.bestv.ott
17:02:40    3372  1  25% S   111 801924K 271948K  fg system   com.bestv.ott
17:02:44    3372  0  20% R   109 796576K 260744K  fg system   com.bestv.ott
17:02:49    3372  0  26% R   109 832480K 265752K  fg system   com.bestv.ott
17:02:53    3372  1   9% R   109 829020K 259204K  fg system   com.bestv.ott
17:02:57    3372  0  28% R   109 820072K 264208K  fg system   com.bestv.ott
17:03:02    3372  1  25% R   109 796300K 279268K  fg system   com.bestv.ott
17:03:06    3372  0   8% S   112 808008K 256324K  fg system   com.bestv.ott
17:03:10    3372  0  38% R   115 843168K 265200K  fg system   com.bestv.ott
17:03:15    3372  0  11% R   115 835328K 256816K  fg system   com.bestv.ott
17:03:19    3372  1   8% S   115 835328K 259208K  fg system   com.bestv.ott
17:03:23    3372  0  12% S   115 835328K 259560K  fg system   com.bestv.ott
17:03:28    3372  0  25% R   115 805864K 268564K  fg system   com.bestv.ott
17:03:32    3372  1  16% S   115 835552K 253928K  fg system   com.bestv.ott
17:03:36    3372  1  17% S   115 836388K 256904K  fg system   com.bestv.ott
17:03:41    3372  0  15% R   115 836392K 260900K  fg system   com.bestv.ott
17:03:45    3372  1  26% S   117 818052K 262860K  fg system   com.bestv.ott
17:03:49    3372  1  21% R   116 793508K 258920K  fg system   com.bestv.ott
17:03:53    3372  0  24% R   118 821368K 277572K  fg system   com.bestv.ott
17:03:58    3372  1  12% S   118 811272K 260820K  fg system   com.bestv.ott
17:04:02    3372  0  16% S   118 814404K 264884K  fg system   com.bestv.ott
17:04:07    3372  1  25% R   116 800236K 269832K  fg system   com.bestv.ott
17:04:11    3372  0  11% S   108 801256K 258356K  fg system   com.bestv.ott
17:04:15    3372  1  13% S   112 807976K 262560K  fg system   com.bestv.ott
17:04:20    3372  0  10% S   112 812504K 267524K  fg system   com.bestv.ott
17:04:24    3372  1  10% S   112 812376K 259444K  fg system   com.bestv.ott
17:04:28    3372  0  16% S   112 817876K 260536K  fg system   com.bestv.ott
17:04:33    3372  1  24% R   110 839960K 272164K  fg system   com.bestv.ott
17:04:37    3372  0   8% S   110 838780K 261680K  fg system   com.bestv.ott
17:04:41    3372  1   7% S   110 839100K 262448K  fg system   com.bestv.ott
17:04:45    3372  0  12% S   110 839032K 263068K  fg system   com.bestv.ott
17:04:50    3372  1  23% S   111 811372K 265644K  fg system   com.bestv.ott
17:04:54    3372  0  21% R   111 811872K 268440K  fg system   com.bestv.ott
